Incident_ID,Source,Source_Record_ID,Event,Location,Time,Severity_Score,Severity_Level,Details
AUD-001,Audio,C001,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: one
AUD-679,Audio,C679,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I just shot the Mormons Bishop over here until they're here. You did? Yes, it is. Your name?"
AUD-680,Audio,C680,Crime/Assault,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: And this guy has a gun in my hat. I need the cloth. The God's got a gun in my hand. 17.
AUD-681,Audio,C681,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: for like, at least four or five people are at the end. At where? Right."
AUD-682,Audio,C682,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I'm going to start with the exact same rules. By a loose, okay? And if he conscious and breathing,"
AUD-683,Audio,C683,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yeah, we just, I need to report a kidnapping. We're kidnapping, what happened? A guy in a..."
AUD-684,Audio,C684,Emergency Report,Stacy,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Hi, I called a little while ago and believe I talked to Stacy. My..."
AUD-685,Audio,C685,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: emergency.
AUD-686,Audio,C686,Emergency Report,Penicry,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes, ma'am. I need somebody to come to Penicry, Glendon. Okay."
AUD-687,Audio,C687,Crime/Assault,The Banking Center,N/A,8.5,High,Sentiment: Distressed | Transcript: My name is Mary Lyons. I'm the Banking Center Manager at Bank of America at 185 Highland
AUD-688,Audio,C688,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: You mean some reason to ask her on my mom? Yeah, I don't even, she just called."
AUD-689,Audio,C689,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: This is the hospital. Where am I at? On that dog's office. They're shooting in the hallway around the eighth floor of their shooter.
AUD-690,Audio,C690,Emergency Report,North Shore Road,N/A,4.0,Medium,Sentiment: Calm | Transcript: The old North Shore Road and my husband's been attacked by a bear.
AUD-691,Audio,C691,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Somebody somebody's full of them is our shoe and they're not shot by two pieces. Okay, we're getting some up up."
AUD-692,Audio,C692,Fire/Structure Incident,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: Oh my god, the fire! So now, it's the level where I'm inside."
AUD-693,Audio,C693,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: on 23rd grade. This is Tony Guzman, I'm a staffer and he was overheaded towards."
AUD-694,Audio,C694,Emergency Report,83Rd Street,N/A,4.0,Medium,"Sentiment: Calm | Transcript: high, a little airplane, a little one-engine airplane took off from the airport at 83rd Street in Christ."
AUD-695,Audio,C695,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I'm sorry. Good outdoor. Good things. Yes, ma'am. Yes, ma'am."
AUD-696,Audio,C696,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Hello. Is everything okay? Ah.
AUD-697,Audio,C697,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Okay, what do you need to believe?"
AUD-698,Audio,C698,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes, I need the police please, as my house. Glad to. I think we need an ambulance."
AUD-699,Audio,C699,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Okay. We need a person back in the meat department to get an in.
AUD-700,Audio,C700,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: What do you need? You need the police?
AUD-701,Audio,C701,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Somebody go into my house. Where the hell is that? What's your address? Yeah, but..."
AUD-702,Audio,C702,Crime/Assault,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: We just got a lot to come upon. It's gonna come here with a gun, shot one of our employees, and uh..."
AUD-703,Audio,C703,Emergency Report,Live Pls,N/A,4.0,Medium,Sentiment: Calm | Transcript: Not that it's bailing the floor against Live PLS at once Wait buuuh
AUD-704,Audio,C704,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Oh, my mind's at the doctor. You're not at the doctor. Are you there alone?"
AUD-705,Audio,C705,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I spy here, John websites didn't show right up until 나 nem en log"
AUD-706,Audio,C706,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Oh, there's a student. Who's been shot, man?"
AUD-707,Audio,C707,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes, I need a police officer over here. What's going on? Um..."
DOC-001,PDF,RPT_001,Cover Letter,Benton County Sheriff’s Office,2015-05-26,2.5,Low,Officer: Kelley Cradduck | Summary: The purpose of obtaining this vehicle is for it to be utilized by the Benton County Sheriffs Office Special Weapons and Tactics Team for the protection of ...
DOC-002,PDF,RPT_002,Policies and Procedures,Benton County Sheriff’s Office,2014-08-01,2.5,Low,Officer: N/A | Summary: The purpose of this vehicle is that it will be utilized by the Benton County Sheriff's Office for the protection of law enforcement officers and citizens ...
DOC-003,PDF,RPT_003,Training Lesson Plan,Benton Police Department,N/A,2.5,Low,Officer: Scotty Hodges | Summary: Students will become familiar with the basic operations of the ARV.
DOC-004,PDF,RPT_004,Department Policy,Benton Police Department,2015-04-24,2.5,Low,Officer: N/A | Summary: This policy provides clear guidelines for the safe and effective deployment of the Benton.
DOC-005,PDF,RPT_005,Letter,Arkansas Commission,2014-07-01,5.0,Medium,Officer: Brian Marshall | Summary: In response to your applications(s) for certification of law enforcement training to be conducted by your agency.
DOC-006,PDF,RPT_006,Cover Letter,Bryant Police Department,2014-07-02,2.5,Low,"Officer: Mark Kizer | Summary: James the Bryant Police department sent 3 senior officers to MRAP training on July 2, train the trainer class."
DOC-007,PDF,RPT_007,Department Policy,Cabot Police Department,N/A,2.5,Low,Officer: N/A | Summary: This policy is for internal use only and does not enlarge an employee’s civil liability in any way.
DOC-008,PDF,RPT_008,Road Course Evaluation,Cabot Police Department,N/A,2.5,Low,"Officer: N/A | Summary: MRAP Road Course and Training annual MRAP Certification, Requires 4 minimum of 4 hour of evaluated driving while completing the following."
DOC-009,PDF,RPT_009,Cover Letter,Craighead County Sheriff's Office,2015-05-29,2.5,Low,Officer: Marty Boyd | Summary: The purpose of this vehicle is to be utilized by the Craighead County Special Weapons and Tactics team for the protection of officers during high risk ...
DOC-010,PDF,RPT_010,Cover Letter,Craighead County Sheriff's Office,2015-05-29,2.5,Low,"Officer: Randy Sharp | Summary: The following documentation is intended to document to intended use and training of the Mine Resistant Ambush Protection Vehicle, which was allocated to the ..."
DOC-011,PDF,RPT_011,Training Lesson Plan,Craighead County Sheriff's Office,N/A,2.5,Low,Officer: Randy Sharp | Summary: Student will become familiar with the basic Operations of the Mine Resistant Ambush Protection The student will be able to identify the Power Plant and ...
DOC-012,PDF,RPT_012,Cover Letter,Crawford County Sheriff's Department,2015-06-11,2.5,Low,Officer: Jim Damante | Summary: Jurisdiction size including MOU’s with surrounding counties is approximately 2729 Square miles We have MOU’s with Sebastian Franklin and Washington counties in ...
DOC-013,PDF,RPT_013,Cover Letter,Crawford County Sheriff's Office,2015-01-27,2.5,Low,"Officer: Rick Dahlem | Summary: The following documentation is intended to document the intended use and training of the Mine Resistant Ambush Protection Vehicle, which was allocated to the ..."
DOC-014,PDF,RPT_014,Training Lesson Plan,Crawford County Sheriff's Office,N/A,2.5,Low,Officer: Rick Dahlem | Summary: Student will become familiar with the basic Operations of the Mine Resistant Ambush Protection I The student will be able to identify the Power Plant and ...
DOC-015,PDF,RPT_015,Cover Letter,Fort Smith Police Department,2015-01-19,2.5,Low,"Officer: Monty McMillen | Summary: The following documentation is intended to document the intended use and training of the Mine Resistant Ambush Protection Vehicle, which was allocated to the ..."
DOC-016,PDF,RPT_016,Training Lesson Plan,Fort Smith Police Department,2014-06-30,2.5,Low,Officer: Monty McMillen | Summary: The student will become familiar with the basic Operations of the Mine Resistant Ambush Protection.
DOC-017,PDF,RPT_017,Course Cover Sheet,Hot Springs Police Department,2015-05-05,2.5,Low,"Officer: Eric Wacaster | Summary: Course Cover Sheet from Hot Springs Police Department, 2015-05-05."
DOC-018,PDF,RPT_018,Course Summary Sheet,Hot Springs Police Department,N/A,2.5,Low,"Officer: Eric Wacaster | Summary: To familiarize Hot Springs Police Department SWAT Operators with basic MRAP functions, preventative maintenance, and driving operations of the MRAP."
DOC-019,PDF,RPT_019,Course Outline,Hot Springs Police Department,N/A,2.5,Low,Officer: Zac Rostan | Summary: General vehicle familiarization and identification.
DOC-020,PDF,RPT_020,Cover Letter,Independence County Sheriffs Office,2015-05-21,2.5,Low,Officer: Steve Jeffery | Summary: The purpose of this vehicle is to be used by the Independence County Sheriffs Office for the protection of officers from potential gunfire during high risk ...
DOC-021,PDF,RPT_021,Cover Letter,Jacksonville AR Police Department,2015-01-14,2.5,Low,"Officer: Brett Hibbs | Summary: The following documentation is intended to document to intended use and training of the Mine Resistant Ambush Protection Vehicle, which was allocated to the ..."
DOC-022,PDF,RPT_022,Training Lesson Plan,Jacksonville AR Police Department,2014-07-19,2.5,Low,Officer: Brett Hibbs | Summary: The student will become familiar with the basic Operations of the Mine Resistant Ambush Protection.
DOC-023,PDF,RPT_023,Standard Operating Procedure,Jefferson County Sheriff’s Office,2015-01-13,2.5,Low,Officer: N/A | Summary: The Jefferson County Sheriff recognizes and appreciates the uniqueness of this vehicle.
DOC-024,PDF,RPT_024,Divisional Operating Procedure,Little Rock Police Department,2012-04-26,2.5,Low,Officer: N/A | Summary: The magnitude of demands for police service increases as today’s society becomes more mobile and affluent.
DOC-025,PDF,RPT_025,Cover Letter,Little Rock Police Department,2015-05-21,2.5,Low,"Officer: Wayne Bewley | Summary: The training program was designed to help law enforcement mitigate risk to both officers and the public, and included both classroom and practical exercises."
DOC-026,PDF,RPT_026,Memorandum,City of Little Rock Police Department,2014-06-17,5.0,Medium,"Officer: Walter Ederle | Summary: The operator training, which will train officers as operators and enable them to train other operators, is scheduled for July 1* and 2"" at our Training ..."
DOC-027,PDF,RPT_027,Cover Letter,Smith Integrated Technology Services,N/A,2.5,Low,Officer: Paul Smith | Summary: My name is Paul Smith and I am the President of Smith Integrated Technology Services.
DOC-028,PDF,RPT_028,Invoice,Little Rock Police Dept,2014-06-04,2.5,Low,Officer: N/A | Summary: Smith Integrated Technologies Training services regarding the M.R.A.P.
DOC-029,PDF,RPT_029,Training Certificate,Joint Program Office,2014-07-02,2.5,Low,Officer: Antonio Metcalf | Summary: For the successful completion of the Caiman M.R.A.P.
DOC-030,PDF,RPT_030,Training Certificate,Joint Program Office,2014-07-02,2.5,Low,Officer: Stuart Young | Summary: For the successful completion of the Caiman M.R.A.P.
DOC-031,PDF,RPT_031,Training Certificate,Joint Program Office,2014-07-02,2.5,Low,Officer: Jeffery Plunkett | Summary: For the successful completion of the Caiman M.R.A.P.
DOC-032,PDF,RPT_032,Training Certificate,Joint Program Office,2014-07-02,2.5,Low,Officer: Douglass Meiggs | Summary: For the successful completion of the Caiman M.R.A.P.
DOC-033,PDF,RPT_033,Aircraft Request Form,Little Rock Police Department,2015-02-17,2.5,Low,"Officer: Kenton Buckner | Summary: If fixed wing, specific model: cia I C172 cis I Other."
DOC-034,PDF,RPT_034,Cover Letter,Little Rock Police Department,2015-02-19,2.5,Low,Officer: N/A | Summary: The Little Rock Police Department currently employees over 500 sworn officers.
DOC-035,PDF,RPT_035,Cover Letter,Lonoke County Sheriff’s Office,2015-12-01,2.5,Low,"Officer: John Staley | Summary: The following documentation is intended to document to intended use and training of the Mine Resistant Ambush Protection Vehicle, which was allocated to the ..."
DOC-036,PDF,RPT_036,Training Lesson Plan,Lonoke County Sheriff’s Office,N/A,2.5,Low,Officer: James Hall | Summary: Student will become familiar with the basic Operations of the Mine Resistant Ambush Protection Vehicle (MRAP).
DOC-037,PDF,RPT_037,Cover Letter,Mississippi County Sheriff's Department,2014-12-17,2.5,Low,Officer: N/A | Summary: The MRAP will be utilized by the Special Response team of the Mississippi County Sheriff's Department for the protection of its officers during high risk ...
DOC-038,PDF,RPT_038,Cover Letter,Pulaski County Sheriff's Office,2015-06-08,2.5,Low,Officer: Doc Holladay | Summary: The purpose of the vehicle is for use by the PCSO Special Weapons and Tactics (SWAT) Team in the protection of personnel during high risk operations by ...
DOC-039,PDF,RPT_039,Cover Letter,Rogers Police Department,2015-03-16,2.5,Low,"Officer: Hayes Minor | Summary: Intends to only allow personnel with appropriate training to use, operate, and maintain the MRAP assigned to the Rogers Police Department."
DOC-040,PDF,RPT_040,Training Certificate,N/A,2014-07-18,2.5,Low,Officer: James Leslie | Summary: Joint Program Office ice or the successful completion of the RG-33 MRAP.
DOC-041,PDF,RPT_041,Training Certificate,Joint Program Office,2014-07-18,2.5,Low,Officer: Thomas Helmich | Summary: For the successful completion of the RG-33 MRAP.
DOC-042,PDF,RPT_042,Cover Letter,Union County Sheriff's Office,2015-06-01,2.5,Low,Officer: Mike Mcgough | Summary: The purpose of this vehicle is to be used by the Union County Sheriff's Office Special Response Team for the protection of officers during high risk operations ...
IMG-001,Image,410fdc17-2713-406e-bc27-e740a20caa2b_jpg.rf.bdbc28714a3e15fbc8edb6d0335fa5c4,Fire Scene,N/A,N/A,8.7,High,"Objects: backpack, fire | OCR: N/A"
IMG-002,Image,7306c383-82c9-4bed-a543-5c6a67c21ed0_jpg.rf.e8675e7a8fca0ddbe9caba9e92e17636,Fire Scene,N/A,N/A,10.0,High,Objects: fire | OCR: N/A
IMG-003,Image,da67d5ac-d003-4790-90a2-c9796d5b8329_jpg.rf.3cb1fde88205952ae5ea96dca2a1c54e,Fire Scene,N/A,N/A,10.0,High,Objects: fire | OCR: N/A
VID-001,Video,FRM_0010,Unidentified Motion,N/A,00:00:00,0.0,Low,Objects: N/A
VID-002,Video,FRM_0020,Unidentified Motion,N/A,00:00:00,0.0,Low,Objects: N/A
VID-003,Video,FRM_0030,Unidentified Motion,N/A,00:00:01,0.0,Low,Objects: N/A
VID-004,Video,FRM_0040,Person Walking,N/A,00:00:01,6.0,Medium,Objects: 1 person
VID-005,Video,FRM_0050,Unidentified Motion,N/A,00:00:02,0.0,Low,Objects: N/A
VID-006,Video,FRM_0060,Person Walking,N/A,00:00:02,7.9,High,Objects: 1 person
VID-007,Video,FRM_0070,Person Walking,N/A,00:00:02,6.9,Medium,Objects: 1 person
VID-008,Video,FRM_0080,Unidentified Motion,N/A,00:00:03,7.3,High,Objects: 1 bird
VID-009,Video,FRM_0130,Unidentified Motion,N/A,00:00:05,0.0,Low,Objects: N/A
VID-010,Video,FRM_0140,Unidentified Motion,N/A,00:00:05,0.0,Low,Objects: N/A
VID-011,Video,FRM_0150,Person Walking,N/A,00:00:06,4.7,Medium,Objects: 1 person
VID-012,Video,FRM_0160,Unidentified Motion,N/A,00:00:06,5.9,Medium,Objects: 1 bird
VID-013,Video,FRM_0170,Unidentified Motion,N/A,00:00:06,0.0,Low,Objects: N/A
VID-014,Video,FRM_0180,Unidentified Motion,N/A,00:00:07,0.0,Low,Objects: N/A
VID-015,Video,FRM_0190,Unidentified Motion,N/A,00:00:07,0.0,Low,Objects: N/A
VID-016,Video,FRM_0490,Unidentified Motion,N/A,00:00:19,0.0,Low,Objects: N/A
VID-017,Video,FRM_0500,Unidentified Motion,N/A,00:00:20,6.0,Medium,Objects: 1 bird
VID-018,Video,FRM_0510,Unidentified Motion,N/A,00:00:20,0.0,Low,Objects: N/A
VID-019,Video,FRM_0520,Unidentified Motion,N/A,00:00:20,5.3,Medium,Objects: 1 bird
VID-020,Video,FRM_0530,Unidentified Motion,N/A,00:00:21,4.7,Medium,Objects: 1 bird
VID-021,Video,FRM_0540,Multiple Persons / Crowd,N/A,00:00:21,4.6,Medium,Objects: 2 person
VID-022,Video,FRM_0550,Unidentified Motion,N/A,00:00:22,5.3,Medium,Objects: 1 bird
VID-023,Video,FRM_0560,Unidentified Motion,N/A,00:00:22,7.3,High,Objects: 1 bird
VID-024,Video,FRM_0570,Unidentified Motion,N/A,00:00:22,0.0,Low,Objects: N/A
VID-025,Video,FRM_0580,Person Walking,N/A,00:00:23,7.6,High,Objects: 1 person
VID-026,Video,FRM_0590,Unidentified Motion,N/A,00:00:23,5.4,Medium,Objects: 1 bird
VID-027,Video,FRM_0600,Unidentified Motion,N/A,00:00:24,6.6,Medium,Objects: 1 bird
VID-028,Video,FRM_0610,Person Walking,N/A,00:00:24,7.4,High,Objects: 1 person
VID-029,Video,FRM_0620,Unidentified Motion,N/A,00:00:24,0.0,Low,Objects: N/A
VID-030,Video,FRM_0790,Unidentified Motion,N/A,00:00:31,0.0,Low,Objects: N/A
VID-031,Video,FRM_0800,Unidentified Motion,N/A,00:00:32,5.2,Medium,Objects: 1 dog
VID-032,Video,FRM_0810,Unidentified Motion,N/A,00:00:32,0.0,Low,Objects: N/A
VID-033,Video,FRM_0820,Unidentified Motion,N/A,00:00:32,0.0,Low,Objects: N/A
VID-034,Video,FRM_0860,Unidentified Motion,N/A,00:00:34,0.0,Low,Objects: N/A
VID-035,Video,FRM_0870,Person Walking,N/A,00:00:34,4.8,Medium,Objects: 1 person
VID-036,Video,FRM_0900,Unidentified Motion,N/A,00:00:36,0.0,Low,Objects: N/A
VID-037,Video,FRM_0990,Person Walking,N/A,00:00:39,7.1,High,Objects: 1 person
VID-038,Video,FRM_1000,Unidentified Motion,N/A,00:00:40,5.3,Medium,Objects: 1 bird
VID-039,Video,FRM_1010,Person Walking,N/A,00:00:40,7.1,High,Objects: 1 person
VID-040,Video,FRM_1020,Unidentified Motion,N/A,00:00:40,7.0,High,Objects: 1 bird
VID-041,Video,FRM_1030,Unidentified Motion,N/A,00:00:41,0.0,Low,Objects: N/A
VID-042,Video,FRM_1040,Unidentified Motion,N/A,00:00:41,4.1,Medium,Objects: 1 bird
VID-043,Video,FRM_0010,Fighting / Altercation,N/A,00:00:00,0.0,Low,Objects: N/A
VID-044,Video,FRM_0020,Fighting / Altercation,N/A,00:00:00,0.0,Low,Objects: N/A
VID-045,Video,FRM_0030,Fighting / Altercation,N/A,00:00:01,5.3,Medium,Objects: 1 person
VID-046,Video,FRM_0040,Fighting / Altercation,N/A,00:00:01,0.0,Low,Objects: N/A
VID-047,Video,FRM_0050,Fighting / Altercation,N/A,00:00:02,0.0,Low,Objects: N/A
VID-048,Video,FRM_0080,Fighting / Altercation,N/A,00:00:03,6.5,Medium,Objects: 1 person
VID-049,Video,FRM_0090,Fighting / Altercation,N/A,00:00:03,6.7,Medium,Objects: 1 person
VID-050,Video,FRM_0100,Fighting / Altercation,N/A,00:00:04,5.5,Medium,Objects: 1 bird
VID-051,Video,FRM_0110,Fighting / Altercation,N/A,00:00:04,0.0,Low,Objects: N/A
VID-052,Video,FRM_0130,Fighting / Altercation,N/A,00:00:05,4.1,Medium,Objects: 1 bird
VID-053,Video,FRM_0140,Fighting / Altercation,N/A,00:00:05,4.5,Medium,Objects: 1 person
VID-054,Video,FRM_0150,Fighting / Altercation,N/A,00:00:06,0.0,Low,Objects: N/A
VID-055,Video,FRM_0160,Fighting / Altercation,N/A,00:00:06,5.2,Medium,Objects: 2 person
VID-056,Video,FRM_0170,Fighting / Altercation,N/A,00:00:06,7.5,High,Objects: 1 person
VID-057,Video,FRM_0180,Fighting / Altercation,N/A,00:00:07,0.0,Low,Objects: N/A
VID-058,Video,FRM_0190,Fighting / Altercation,N/A,00:00:07,8.4,High,Objects: 1 person
VID-059,Video,FRM_0200,Fighting / Altercation,N/A,00:00:08,4.5,Medium,Objects: 1 person
VID-060,Video,FRM_0210,Fighting / Altercation,N/A,00:00:08,4.8,Medium,Objects: 2 person
VID-061,Video,FRM_0240,Fighting / Altercation,N/A,00:00:09,0.0,Low,Objects: N/A
VID-062,Video,FRM_0250,Fighting / Altercation,N/A,00:00:10,0.0,Low,Objects: N/A
VID-063,Video,FRM_0260,Fighting / Altercation,N/A,00:00:10,7.0,High,Objects: 1 person
VID-064,Video,FRM_0270,Fighting / Altercation,N/A,00:00:10,5.4,Medium,Objects: 1 person
VID-065,Video,FRM_0290,Fighting / Altercation,N/A,00:00:11,4.7,Medium,Objects: 1 person
VID-066,Video,FRM_0300,Fighting / Altercation,N/A,00:00:12,6.4,Medium,Objects: 1 person
VID-067,Video,FRM_0310,Fighting / Altercation,N/A,00:00:12,0.0,Low,Objects: N/A
VID-068,Video,FRM_0320,Fighting / Altercation,N/A,00:00:12,6.4,Medium,Objects: 1 person
VID-069,Video,FRM_0360,Fighting / Altercation,N/A,00:00:14,5.4,Medium,Objects: 1 person
VID-070,Video,FRM_0480,Fighting / Altercation,N/A,00:00:19,5.9,Medium,Objects: 1 bird
VID-071,Video,FRM_0490,Fighting / Altercation,N/A,00:00:19,7.2,High,Objects: 1 person
VID-072,Video,FRM_0500,Fighting / Altercation,N/A,00:00:20,0.0,Low,Objects: N/A
VID-073,Video,FRM_0510,Fighting / Altercation,N/A,00:00:20,6.9,Medium,Objects: 1 person
VID-074,Video,FRM_0520,Fighting / Altercation,N/A,00:00:20,0.0,Low,Objects: N/A
VID-075,Video,FRM_0530,Fighting / Altercation,N/A,00:00:21,7.5,High,Objects: 1 person
VID-076,Video,FRM_0540,Fighting / Altercation,N/A,00:00:21,6.2,Medium,Objects: 1 bird
VID-077,Video,FRM_0550,Fighting / Altercation,N/A,00:00:22,7.7,High,Objects: 1 bird
VID-078,Video,FRM_0560,Fighting / Altercation,N/A,00:00:22,8.1,High,Objects: 1 bird
VID-079,Video,FRM_0570,Fighting / Altercation,N/A,00:00:22,0.0,Low,Objects: N/A
VID-080,Video,FRM_0580,Fighting / Altercation,N/A,00:00:23,6.1,Medium,Objects: 1 bird
VID-081,Video,FRM_0590,Fighting / Altercation,N/A,00:00:23,8.2,High,Objects: 1 person
VID-082,Video,FRM_0610,Fighting / Altercation,N/A,00:00:24,8.7,High,Objects: 1 person
VID-083,Video,FRM_0620,Fighting / Altercation,N/A,00:00:24,6.1,Medium,Objects: 1 bird
VID-084,Video,FRM_0630,Fighting / Altercation,N/A,00:00:25,0.0,Low,Objects: N/A
VID-085,Video,FRM_0640,Fighting / Altercation,N/A,00:00:25,4.8,Medium,Objects: 1 bird
VID-086,Video,FRM_0650,Fighting / Altercation,N/A,00:00:26,5.0,Medium,Objects: 1 bird
VID-087,Video,FRM_0660,Fighting / Altercation,N/A,00:00:26,0.0,Low,Objects: N/A
VID-088,Video,FRM_0670,Fighting / Altercation,N/A,00:00:26,7.6,High,Objects: 1 person
VID-089,Video,FRM_0680,Fighting / Altercation,N/A,00:00:27,0.0,Low,Objects: N/A
VID-090,Video,FRM_0690,Fighting / Altercation,N/A,00:00:27,0.0,Low,Objects: N/A
VID-091,Video,FRM_0700,Fighting / Altercation,N/A,00:00:28,6.0,Medium,Objects: 1 bird
VID-092,Video,FRM_0720,Fighting / Altercation,N/A,00:00:28,4.9,Medium,Objects: 1 bird
VID-093,Video,FRM_0730,Fighting / Altercation,N/A,00:00:29,0.0,Low,Objects: N/A
VID-094,Video,FRM_0740,Fighting / Altercation,N/A,00:00:29,0.0,Low,Objects: N/A
VID-095,Video,FRM_0750,Fighting / Altercation,N/A,00:00:30,0.0,Low,Objects: N/A
VID-096,Video,FRM_0760,Fighting / Altercation,N/A,00:00:30,0.0,Low,Objects: N/A
VID-097,Video,FRM_0770,Fighting / Altercation,N/A,00:00:30,0.0,Low,Objects: N/A
VID-098,Video,FRM_0780,Fighting / Altercation,N/A,00:00:31,0.0,Low,Objects: N/A
VID-099,Video,FRM_0790,Fighting / Altercation,N/A,00:00:31,0.0,Low,Objects: N/A
VID-100,Video,FRM_0800,Fighting / Altercation,N/A,00:00:32,0.0,Low,Objects: N/A
VID-101,Video,FRM_0030,Fighting / Altercation,N/A,00:00:01,6.7,Medium,Objects: 1 person
VID-102,Video,FRM_0040,Fighting / Altercation,N/A,00:00:01,0.0,Low,Objects: N/A
VID-103,Video,FRM_0050,Fighting / Altercation,N/A,00:00:02,0.0,Low,Objects: N/A
VID-104,Video,FRM_0060,Fighting / Altercation,N/A,00:00:02,0.0,Low,Objects: N/A
VID-105,Video,FRM_0070,Fighting / Altercation,N/A,00:00:02,0.0,Low,Objects: N/A
VID-106,Video,FRM_0080,Fighting / Altercation,N/A,00:00:03,0.0,Low,Objects: N/A
VID-107,Video,FRM_0090,Fighting / Altercation,N/A,00:00:03,0.0,Low,Objects: N/A
VID-108,Video,FRM_0240,Fighting / Altercation,N/A,00:00:09,8.4,High,Objects: 1 person
VID-109,Video,FRM_0250,Fighting / Altercation,N/A,00:00:10,0.0,Low,Objects: N/A
VID-110,Video,FRM_0260,Fighting / Altercation,N/A,00:00:10,5.0,Medium,Objects: 1 person
VID-111,Video,FRM_0270,Fighting / Altercation,N/A,00:00:10,0.0,Low,Objects: N/A
VID-112,Video,FRM_0280,Fighting / Altercation,N/A,00:00:11,0.0,Low,Objects: N/A
VID-113,Video,FRM_0290,Fighting / Altercation,N/A,00:00:11,7.4,High,Objects: 1 person
VID-114,Video,FRM_0300,Fighting / Altercation,N/A,00:00:12,6.1,Medium,Objects: 1 person
VID-115,Video,FRM_0310,Fighting / Altercation,N/A,00:00:12,5.5,Medium,Objects: 1 person
VID-116,Video,FRM_0320,Fighting / Altercation,N/A,00:00:12,4.0,Medium,Objects: 1 bird
VID-117,Video,FRM_0350,Fighting / Altercation,N/A,00:00:14,6.7,Medium,Objects: 1 person
VID-118,Video,FRM_0360,Fighting / Altercation,N/A,00:00:14,4.1,Medium,Objects: 1 person
VID-119,Video,FRM_0380,Fighting / Altercation,N/A,00:00:15,0.0,Low,Objects: N/A
VID-120,Video,FRM_0390,Fighting / Altercation,N/A,00:00:15,0.0,Low,Objects: N/A
VID-121,Video,FRM_0400,Fighting / Altercation,N/A,00:00:16,0.0,Low,Objects: N/A
VID-122,Video,FRM_0170,Unidentified Motion,N/A,00:00:06,0.0,Low,Objects: N/A
VID-123,Video,FRM_0180,Unidentified Motion,N/A,00:00:07,0.0,Low,Objects: N/A
VID-124,Video,FRM_0190,Unidentified Motion,N/A,00:00:07,0.0,Low,Objects: N/A
VID-125,Video,FRM_0200,Unidentified Motion,N/A,00:00:08,0.0,Low,Objects: N/A
VID-126,Video,FRM_0210,Unidentified Motion,N/A,00:00:08,0.0,Low,Objects: N/A
VID-127,Video,FRM_0220,Unidentified Motion,N/A,00:00:08,5.1,Medium,Objects: 1 bird
VID-128,Video,FRM_0230,Unidentified Motion,N/A,00:00:09,0.0,Low,Objects: N/A
VID-129,Video,FRM_0240,Person Walking,N/A,00:00:09,5.9,Medium,Objects: 1 person
VID-130,Video,FRM_0250,Person Walking,N/A,00:00:10,4.1,Medium,"Objects: 1 person, 1 bird"
VID-131,Video,FRM_0260,Unidentified Motion,N/A,00:00:10,5.0,Medium,Objects: 1 bird
VID-132,Video,FRM_0270,Person Walking,N/A,00:00:10,5.2,Medium,"Objects: 1 person, 1 bird"
VID-133,Video,FRM_0280,Person Walking,N/A,00:00:11,5.3,Medium,Objects: 1 person
VID-134,Video,FRM_0290,Unidentified Motion,N/A,00:00:11,5.3,Medium,Objects: 1 bird
VID-135,Video,FRM_0300,Unidentified Motion,N/A,00:00:12,0.0,Low,Objects: N/A
VID-136,Video,FRM_0310,Unidentified Motion,N/A,00:00:12,0.0,Low,Objects: N/A
VID-137,Video,FRM_0320,Unidentified Motion,N/A,00:00:12,0.0,Low,Objects: N/A
VID-138,Video,FRM_0330,Unidentified Motion,N/A,00:00:13,0.0,Low,Objects: N/A
